"additionalInfo/info/Accessibility/0","additionalInfo/info/Accessibility/1","additionalInfo/info/Accessibility/2","additionalInfo/info/Accessibility/3","additionalInfo/info/Amenities/0","additionalInfo/info/Crowd/0","additionalInfo/info/Crowd/1","additionalInfo/info/From the business/0","additionalInfo/info/Parking/0","additionalInfo/info/Parking/1","additionalInfo/info/Planning/0","additionalInfo/info/Planning/1","additionalInfo/info/Service options/0","additionalInfo/info/Service options/1","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","cid","city","country","country_code","country_name","display_rank","gid","isClaimed","language_code","language_name","latitude","longDescription","longitude","name","neighborhood","original_rank","phone","phoneIsd","photo","photoCount","placeId","priceRange","priceRangeText","providerId","rating","reviewCount","searchLocation","searchTerm","shortDescription","social/facebook/0","social/instagram/0","social/linkedin/0","social/twitter/0","social/youtube/0","state","status","street","timestamp","uncertain_emails/0","uncertain_emails/1","uncertain_emails/2","uncertain_emails/3","uncertain_emails/4","uncertain_emails/5","uncertain_emails/6","url","website","website_emails/0","website_emails/1","website_emails/2","website_emails/3","website_emails/4","website_emails/5","website_emails/6","website_emails/7","zip"
,,,,,,,,,,,,,,"Międzyborska 10/6, 60-162 Poznań, Poland","Bookkeeping service",,,,,,,,,"17931874800284236556","Poznań","PL","us","United States","70","0x470445176fc9d519:0xf8dad11fabb87b0c","Yes","en","English","52.3858046","","16.8572363","Katarzyna Burzyńska","Grunwald","49","502 147 217","+48 502 147 217","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBRRBN_Y4dhOTd5BcFzEvaqTySrS1Lcc8ZnrDdI80tdHs5QsFDGxKKRPrFQmCbvriiAGGjRv7eDOm4xxv9MB0NlOF0vL9LaOwX-FBMpQb-Qno6inbW5-LE9Iel_5QsAcWEhZ-h=w1060-h453-k-no","3","nkmoaYHOFI-LptQPyZawsA0","","","/g/11c1q9jk_f","5","1","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Międzyborska 10/6","2026-03-04 16:02:55.038997","biuro@optimum-koszalin.pl","biuro@jztl.pl","biuro@businessmind.pl","michal.malachowski@avocat.fr","mwaccountants@o2.pl","biuro@skorupinski.pl",,"https://google.com/maps?cid=17931874800284236556","https://obslugaspolek.pl","biuro@obslugaspolek.pl",,,,,,,,"60-162"
"Wheelchair accessible restroom",,,,"Gender-neutral restroom",,,,"Free street parking",,,,,,"Promienista 142, 60-142 Poznań, Poland","Bookkeeping service",,,,,,,,,"927157021831109522","Poznań","PL","us","United States","71","0x4704452307f17e2d:0xcddec6629409b92","Yes","en","English","52.3876073","","16.8685301","BIURO KSIĘGOWE","Grunwald","50","535 035 053","+48 535 035 053","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqpczEp4twqEQMiswto5Zoy6khy2MMsLsCofhLymHwF9mZA4tmkAEolPl8p9MJQa8GT6Tw0QZMWHdOTO8LoXuNqFTO1OIbEJsv6KtJs-eQ1l2t5VI22OvuaGC8xa9Pi_O6QwiRbv49V8QNL=w1600-h1249-k-no","4","nkmoaYHOFI-LptQPyZawsA0","","","/g/11c529b2qk","5","17","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Promienista 142","2026-03-04 16:02:55.039012","kontakt@businessmilestones.pl","biuro@mksalvia.pl","biuro@flex-ksiegowosc.pl",,,,,"https://google.com/maps?cid=927157021831109522","https://ksiegowo.com.pl",,,,,,,,,"60-142"
,,,,,,,,,,,,,,"Głogowska 277, 60-104 Poznań, Poland","Bookkeeping service","Accountant","Tax preparation","Training center",,,,,,"2858768326256688791","Poznań","PL","us","United States","72","0x4704454780c7a2d7:0x27ac62a575aafe97","Yes","en","English","52.3730741","","16.8672793","Biuro Rachunkowe Poznań DRD 📖","Grunwald","51","61 830 92 70","+48 61 830 92 70","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-5fnzIf2geeC-jqEuMFQB0c2EpdaAzwhHYPyOLeM-zSJT6wIqk7R0KhWCbturiVCi94TnTvZF1dAy3IhjzkGcNmdBwIqBcWej-KQpmvc4QLx4JPHMb18YhzMtLLNhBGID9YpyBnHeSa-U=w815-h858-k-no","14","nkmoaYHOFI-LptQPyZawsA0","","","/g/1tcxsyst","5","7","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Głogowska 277","2026-03-04 16:02:55.039026","info@drdpartnership.com","sekretariat@antydopinglab.pl","dorota.kwiatkowska@antydopinglab.pl","mpd@dc.gov","amir.ahkami@pnnl.gov",,,"https://google.com/maps?cid=2858768326256688791","https://drd.pl","biuro@drd.pl",,,,,,,,"60-104"
,,,,,,,,"Paid street parking","Paid parking garage",,,"Onsite services",,"Ulica Karola Libelta 1A, 61-706 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Tax consultant","Tax preparation",,,,,"10691589210664888296","Poznań","PL","us","United States","73","0x47045bd48308c4d3:0x946027bd9a1467e8","Yes","en","English","52.4099564","","16.9234278","Sobieraj i Kuźmin Sp. z o.o. Biuro rachunkowe Poznań - KSIĘGOWOŚĆ | KADRY | DORADZTWO PODATKOWE","Stare Miasto","52","61 877 51 11","+48 61 877 51 11","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-qfhHx8oI19KFnDa2cHsJw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=234.23859&pitch=0&thumbfov=100","1","nkmoaYHOFI-LptQPyZawsA0","","","/g/11qnqtvv87","5","24","Poznan, Polska","usługi księgowe","","https://www.facebook.com/profile.php?id=100054428503272",,"https://www.linkedin.com/company/sobieraj-i-ku%c5%bamin-sp%c3%b3%c5%82ka-doradztwa-podatkowego",,,"","Open","Ulica Karola Libelta 1A","2026-03-04 16:02:55.039041",,,,,,,,"https://google.com/maps?cid=10691589210664888296","https://doradztwopodatkowe-sik.pl","biuro@doradztwopodatkowe-sik.pl",,,,,,,,"61-706"
,,,,,,,,,,"Appointments recommended",,,,"Zgoda 14/10, 60-128 Poznań, Poland","Accountant",,,,,,,,,"11664572350052586182","Poznań","PL","us","United States","74","0x4704452e13c74961:0xa1e0e2c035ba52c6","Yes","en","English","52.3837056","","16.8838504","Księgowy EXPERT","Grunwald","53","507 548 604","+48 507 548 604","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerr_EN8SqerAOCng0WWV4o7wJTdLcW5CbEay868xV7BuUNt21faEz_arvukh2le6wdBd-tImTgP7UXF4hMuJP5_zvgqZCevIzY4FzUfjYZ_NO7x1K9V19jjIvBZwFKKMJ1MShx6=w2048-h1536-k-no","3","nkmoaYHOFI-LptQPyZawsA0","","","/g/1pp2vgjsj","4.4","39","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Zgoda 14/10","2026-03-04 16:02:55.039053",,,,,,,,"https://google.com/maps?cid=11664572350052586182","https://ksiegowyexpert.pl",,,,,,,,,"60-128"
,,,,"Gender-neutral restroom",,,,,,,,,,"Niemeńska 8a, 60-412 Poznań, Poland","Accounting firm","Accountant","Consumer advice center","Financial planner","Tax consultant","Tax preparation","Virtual office rental",,,"12511359070583913187","Poznań","PL","us","United States","75","0x470445ccb70b2c83:0xada146c96383fae3","Yes","en","English","52.428723","","16.8544269","Biura Rachunkowe: Kryzysowa księgowa i wspólnicy, Malwowa, Księgowa z polecenia, Netto czy Brutto, Esperto-JG","Jeżyce, Poznań","54","61 868 70 43","+48 61 868 70 43","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoNSGHxgR-eP-3h7uqTlXmrpbv1VSaOv-3utM7c8zFTNm5EVGXt6D9Wh93Fwts7yp7AAH82FVD8zv_awRZs1QLLSssZWT01A6H8BZ2QL--0FQAUcfyDXRWgKJ1_PclnEC8j4nxh=w1200-h800-k-no","17","nkmoaYHOFI-LptQPyZawsA0","","","/g/11rq215tj6","4.7","13","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Niemeńska 8a","2026-03-04 16:02:55.039065",,,,,,,,"https://google.com/maps?cid=12511359070583913187","https://kryzysowa-ksiegowa.pl",,,,,,,,,"60-412"
,,,,,,,,,,,,"Onsite services",,"Droga Dębińska 13/9, 61-555 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Tax preparation","Tax preparation service",,,,,"7022313609937198748","Poznań","PL","us","United States","76","0x47045b8e96cb5f55:0x61744505bdb29e9c","Yes","en","English","52.396679","","16.9345499","Biuro Rachunkowe Clear Finance Sp. z o.o.","Wilda, Poznań","55","533 854 335","+48 533 854 335","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoy0T3ewyRmtJq7P14s1kumpE0yIYkwVvvGb7dPF7LCebfZaMbgJW4l9CiBOQl5TTsHD4Ff4XkPrX6nRMJMC1VS3bHSHpOsag3knYt7O6-bT_3cNmXdOVG2VgnY9JJp1WWvU-k=w4032-h3024-k-no","6","nkmoaYHOFI-LptQPyZawsA0","","","/g/11jr9jpl76","5","7","Poznan, Polska","usługi księgowe","","https://www.facebook.com/clear-finance-101398534986965",,,,,"","Open","Droga Dębińska 13/9","2026-03-04 16:02:55.039078","katarzyna.lukawska@clearfinance.com.pl","navid@clearfinanceus.com","admin@clearfinance.net","consumer.queries@fca.org.uk","hello@clearfinanceops.com",,,"https://google.com/maps?cid=7022313609937198748","https://clearfinance.com.pl","biuro@clearfinance.com.pl",,,,,,,,"61-555"
,,,,,,,,,,,,"Onsite services","Online appointments","Adama Mickiewicza 30B/11, 60-836 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service",,,,,,,"13503708041932146344","Poznań","PL","us","United States","77","0x47044528a54b6975:0xbb66ceeb1df386a8","Yes","en","English","52.4094158","","16.9106035","Magdalena Mielcarek","Jeżyce, Poznań","56","881 075 079","+48 881 075 079","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqs5h_sS3CqTPod2DiggBUKoW_0bwlDEEYl2yFdsH8tuUaQa8faoK1l6xRyMLsarvhONXa_sjCoEJookZ_hezPyUMGkemYUV6SlvHGQ-JnwOfpMC7XLYYkgRpKYjTA5OAnkU0SeZKV38dDN=w3213-h5712-k-no","4","nkmoaYHOFI-LptQPyZawsA0","","","/g/11jjrsylvx","4.9","30","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Adama Mickiewicza 30B/11","2026-03-04 16:02:55.039090",,,,,,,,"https://google.com/maps?cid=13503708041932146344","https://mmtax.pl",,,,,,,,,"60-836"
,,,,,,,,,,"Appointment required",,"Onsite services","Online appointments","Osiedle Zwycięstwa 7, domofon 160, 61-645 Poznań, Poland","Accountant","Accounting firm",,,,,,,,"7599970751365498274","Poznań","PL","us","United States","78","0x47045b3713bae843:0x69788521ca7fc5a2","Yes","en","English","52.442208","","16.9278764","Fineko. Accounting Poznan","Stare Miasto","57","697 162 826","+48 697 162 826","https://lh3.googleusercontent.com/gps-cs-s/AHVAwergf_BtuEWxuwENQdsesYIDgIih2AOLE-Rwlv-TsD89843WAXzIPmLkl6Eo32atlWhFmWk3jUs4yj75pU7h21o1BFC3NZtShymjy67JLDDRF-rElGa7kB0M4Ev0jxOkXx1LUwqS=w1047-h1050-k-no","5","nkmoaYHOFI-LptQPyZawsA0","","","/g/1hhlsgvpf","5","13","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Osiedle Zwycięstwa 7, domofon 160","2026-03-04 16:02:55.039104",,,,,,,,"https://google.com/maps?cid=7599970751365498274","https://fineko.com.pl",,,,,,,,,"61-645"
,,,,,,,,,,,,,,"Mostowa 39/3, 61-854 Poznań, Poland","Accounting firm",,,,,,,,,"9701987857319556621","Poznań","PL","us","United States","79","0x47045b40765bffff:0x86a4628d8aaf760d","Yes","en","English","52.4076056","","16.9388462","Biuro Rachunkowe M-Team","Stare Miasto","58","503 132 350","+48 503 132 350","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYgzbhxn9mXO9akep06vunsm1zds_Dv2Ef2Ue90eDUUSFtWm6lXR3iq_X7v90OCoq4BrbDEyF73ThjSFfhyKN5DUQkqWxehEe5zcT4gHP3z5mNEGTfu2cOKjd7Fh_WLUDj_sc=w1476-h1476-k-no","2","nkmoaYHOFI-LptQPyZawsA0","","","/g/11fm163pk7","5","12","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Mostowa 39/3","2026-03-04 16:02:55.039116",,,,,,,,"https://google.com/maps?cid=9701987857319556621","https://m-team-biurorachunkowe.pl",,,,,,,,,"61-854"
"Wheelchair accessible restroom","Wheelchair accessible seating","Wheelchair accessible entrance","Wheelchair accessible parking lot","Gender-neutral restroom","LGBTQ+ friendly",,"Identifies as women-owned",,,,,"Onsite services",,"Toruńska 7, 61-045 Poznań, Poland","Accounting firm","Accountant",,,,,,,,"17909870924395620156","Poznań","PL","us","United States","80","0x47045b9cbaac2495:0xf88ca4b715b2a73c","Yes","en","English","52.411117999999995","","16.9835714","Mega Lex Corp.","Nowe Miasto","59","731 317 777","+48 731 317 777","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeDA4zbQqW-_Y36cWD3tTL3J7I3FuXPXtQO7_PAZi-8GPaaudpuUdcWTh74TvYxF-c-r9h8De_kL1kF9qyteM8rjKNw9jPPuYwIzkI4InI2sF4kS-0VkGo7Hh0_xIXwc6nWIFelw=w5472-h3648-k-no","27","nkmoaYHOFI-LptQPyZawsA0","","","/g/1jkyqw5st","4.8","24","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Toruńska 7","2026-03-04 16:02:55.039132",,,,,,,,"https://google.com/maps?cid=17909870924395620156","https://megalex.pl",,,,,,,,,"61-045"
,,,,,,,,,,,,,,"Ściegiennego 137, 60-304 Poznań, Poland","Accountant","Accounting firm","Attorney","Tax consultant","Tax preparation",,,,,"15918224127740927815","Poznań","PL","us","United States","81","0x4704452e8b96a2d3:0xdce8e4817d0cdf47","Yes","en","English","52.395687699999996","","16.8654937","Nowypit.pl Biuro Prawno Rachunkowe","Grunwald","80","690 299 277","+48 690 299 277","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqt6v4dR_WP-X-6IfH1eZJO5vTBCp2DxBrnefhibKROR8lluD6Ian0JHJy9UBQnrku6fhlXdzS9VY-BzSXGcOpa55uZOTzwu_qo4mgcc-mhxRGy3CqpufAygnjoGMCVI26tPVFKWw=w4252-h2551-k-no","9","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11sqchz6v_","4.7","13","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Ściegiennego 137","2026-03-04 16:02:55.263754","ksiega@ksiega.pl",,,,,,,"https://google.com/maps?cid=15918224127740927815","https://nowypit.pl","biuro@nowypit.pl","jan@kowalski.com",,,,,,,"60-304"
,,,,,,,,,,,,,,"Jackowskiego 33, 61-001 Poznań, Poland","Bookkeeping service",,,,,,,,,"16153429076153870081","Poznań","PL","us","United States","82","0x470444c888ffe827:0xe02c8229049e2701","Yes","en","English","52.4102678","","16.8966183","Jeske Magdalena auditor. accounting Office","Jeżyce, Poznań","81","61 847 38 83","+48 61 847 38 83","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2D1ovF_ollLWsBhklTqzjw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=345.8047&pitch=0&thumbfov=100","1","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/1tqf_0k0","5","2","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Jackowskiego 33","2026-03-04 16:02:55.263814",,,,,,,,"https://google.com/maps?cid=16153429076153870081","https://mjbiuro.pl",,,,,,,,,""
,,,,,,,,,,,,,,"Solna 3/14, 61-735 Poznań, Poland","Bookkeeping service",,,,,,,,,"2572105203214858912","Poznań","PL","us","United States","83","0x47045bc173554e91:0x23b1f40e028e3aa0","Yes","en","English","52.411361","","16.9303413","Polskie Centrum Rachunkowości - lider księgowości w Polsce","Stare Miasto","82","61 250 24 33","+48 61 250 24 33","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=objluDmtisL-DV11REXgjQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=198.8915&pitch=0&thumbfov=100","1","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11yqlyywr_",,"0","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Solna 3/14","2026-03-04 16:02:55.263837",,,,,,,,"https://google.com/maps?cid=2572105203214858912","https://polskiecentrumrachunkowosci.pl",,,,,,,,,"61-735"
,,,,,,,,,,,,,,"osiedle Władysława Łokietka 5b, 61-616 Poznań, Poland","Bookkeeping service","Credit counseling service","Insurance broker","Training center",,,,,,"13120307923186399252","Poznań","PL","us","United States","84","0x47045cca0acf3421:0xb614b28ab144b814","No","en","English","52.4509251","","16.9423182","VESPA Biuro Rachunkowe","Stare Miasto","83","505 666 999","+48 505 666 999","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=sXII_L_X9fNIFDFDQFV9jQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=191.84837&pitch=0&thumbfov=100","1","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11f0_c39gf","5","5","Poznan, Polska","usługi księgowe","",,,,,,"","Open","osiedle Władysława Łokietka 5b","2026-03-04 16:02:55.263852",,,,,,,,"https://google.com/maps?cid=13120307923186399252","https://ksiegowepoznan.pl",,,,,,,,,"61-616"
,,,,,,,,,,,,,,"Tadeusza Kościuszki 101a/1, 61-717 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Tax preparation",,,,,,"102317884719681418","Poznań","PL","us","United States","85","0x47045b4b47dc3e9d:0x16b8192f4e2cf8a","Yes","en","English","52.411771099999996","","16.921104","Ankrys Usługi Księgowo-Podatkowe Katarzyna Farbisz Małgorzata Kozłowska","Stare Miasto","84","607 407 106","+48 607 407 106","https://lh3.googleusercontent.com/gps-cs-s/AHVAwermOLt9MBzA9jDmUADvqS2qROnY9l5caczS1DUHFl0rN4VET7mKAx-aSnAMJC-VIE64kQlyEns0RfnzlCTU10duv0jZf-MidV5bP7Cct-GDko-zboeDkU79Khk78UM5kdCpdaNgDw=w509-h339-k-no","10","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11txy3_t61","5","8","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Tadeusza Kościuszki 101a/1","2026-03-04 16:02:55.263870",,,,,,,,"https://google.com/maps?cid=102317884719681418","https://ankrysbiuro.pl",,,,,,,,,"61-717"
,,,,,,,,,,,,,,"Milczańska 48a/2, 61-248 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service",,,,,,,"471750039544401571","Poznań","PL","us","United States","86","0x47045b08fe4d6741:0x68bfe2959d20ea3","No","en","English","52.3872624","","16.9654511","Ferma Cyfr","Nowe Miasto","85","61 826 15 88","+48 61 826 15 88","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V5pdCL6qKbD3QdDk2df8wA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=85.16267&pitch=0&thumbfov=100","1","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/1thq3_cl","5","11","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Milczańska 48a/2","2026-03-04 16:02:55.263888",,,,,,,,"https://google.com/maps?cid=471750039544401571","https://fermacyfr.pl",,,,,,,,,"61-248"
,,,,,,,,,,,,,,"Drużbackiej 1a/2, 60-745 Poznań, Poland","Accountant",,,,,,,,,"6321484587720873685","Poznań","PL","us","United States","87","0x470445b842db55c9:0x57ba6cbd683596d5","Yes","en","English","52.398084499999996","","16.898467399999998","Biuro Rachunkowe Kurdynowski Księgowość Poznań","Grunwald","86","696 392 727","+48 696 392 727","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=daRbiBGGlyUEZVfb0MitUQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=132.09944&pitch=0&thumbfov=100","1","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11lc9gjl_w","5","9","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Drużbackiej 1a/2","2026-03-04 16:02:55.263903",,,,,,,,"https://google.com/maps?cid=6321484587720873685","https://kurdynowski.com.pl",,,,,,,,,"60-745"
,,,,,,,,,,,,,,"Wilanowska 70, 60-688 Poznań, Poland","Bookkeeping service","Accountant","Accounting firm","Financial consultant","Financial planner","Tax preparation","Tax preparation service",,,"13257233173214351380","Poznań","PL","us","United States","88","0x47044316c32e20c1:0xb7fb2754c9f75014","Yes","en","English","52.461050799999995","","16.9032575","Biuro Rachunkowe GAMA Izabela Mitkowska","Stare Miasto","87","61 828 19 22","+48 61 828 19 22","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrpXXxen2T0B0GmvS9PQ7Xo7FmPzSOvg7AoVg5ZWDIim5w95my51yRH5zNEzNec_XS_0hSKWsTBz10zlFeSXId9PyWEtXxBp1FOk5NaXtRUCzR1oqFO6RmEFXrfseJiqpwYIFw=w2119-h1415-k-no","7","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/1vr3bwhv","4.3","11","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Wilanowska 70","2026-03-04 16:02:55.263921",,,,,,,,"https://google.com/maps?cid=13257233173214351380","https://gama-rachunkowosc.pl",,,,,,,,,"60-688"
"Wheelchair accessible entrance",,,,,"Transgender safespace","LGBTQ+ friendly",,"Free parking lot","On-site parking","Appointment required","Appointments recommended","Onsite services","Online appointments","Bosa 4/6/lok. 24, 60-125 Poznań, Poland","Accounting firm","Accountant","Chartered accountant","Bookkeeping service","Business development service","Business to business service","Tax consultant",,,"11738962848978879838","Poznań","PL","us","United States","89","0x4704452dc6d56859:0xa2e92c83f4e4c55e","Yes","en","English","52.3839998","","16.8879537","Kancelaria Gospodarcza Szatkowscy i Wspólnicy Sp. z o.o.","Grunwald","88","61 663 32 27","+48 61 663 32 27","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqVgt6mc9swc502qEI11SahSjN4i1Efg_qvpvJZBLQ5AZHCMtWBxWn3X2LKnB3E7BP0EE6Bdcst-LBVRh-hUY3TCLdY7bx0Cp9rGMGLF7cD_hSQFEehI4YWVGbvJi-na2KQVoXwlIT3uy2s=w8640-h5760-k-no","49","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11bwyll11l","4.9","31","Poznan, Polska","usługi księgowe","","https://www.facebook.com/sharer/sharer.php?u=https://kancelariagospodarcza.pl/blog/kiedy-i-jak-mozna-odliczyc-koszty-uzyskania-przychodu-praktyczny-przewodnik-dla-przedsiebiorcow/","https://www.instagram.com/kancelaria_gospodarcza/","https://www.linkedin.com/sharearticle?url=https://kancelariagospodarcza.pl/blog/kiedy-i-jak-mozna-odliczyc-koszty-uzyskania-przychodu-praktyczny-przewodnik-dla-przedsiebiorcow/","https://twitter.com/intent/tweet?text=https://kancelariagospodarcza.pl/blog/kiedy-i-jak-mozna-odliczyc-koszty-uzyskania-przychodu-praktyczny-przewodnik-dla-przedsiebiorcow/","https://www.youtube.com/channel/uckxut-mxa1u6to0d3our-ka","","Open","Bosa 4/6/lok. 24","2026-03-04 16:02:55.263946","kancelaria.adwokacka@prokonto.pl","kancelaria@kancelariafk.pl","kontakt@grupafarkas.pl","biuro@kgfinanse.pl","kancelaria@egida.biz.pl",,,"https://google.com/maps?cid=11738962848978879838","https://kancelariagospodarcza.pl",,,,,,,,,"60-125"
,,,,,"Transgender safespace","LGBTQ+ friendly","Identifies as women-owned",,,,,"Onsite services","Online appointments","Plac Nowy Rynek 3, 62-002 Suchy Las, Poland","Accountant","Bookkeeping service","Tax attorney","Tax preparation",,,,,,"16615689194919598858","Suchy Las","PL","us","United States","90","0x470443a914a13b7f:0xe696c94a017a9b0a","Yes","en","English","52.474997599999995","","16.8800041","Biuro Rachunkowe Aneta Milewska- Kozłowska Księgowość Usługi Księgowe","","89","500 182 379","+48 500 182 379","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep5ulrcKETBOYuIOoZxB6jd7wy6qn-zaiJvuRKkwdr8cB1F5rj2MRKgqi3qmdUVyEK9QwNz2OrFWxLyuPQW5V22TlE2cwpFcumROSXekzk3UhFzrf23grHgL7xeFayLnfIinrR_=w408-h408-k-no","8","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11c5_75ss5","4.7","60","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Plac Nowy Rynek 3","2026-03-04 16:02:55.263965",,,,,,,,"https://google.com/maps?cid=16615689194919598858","https://biurorachunkowemilewska.pl",,,,,,,,,"62-002"
,,,,,,,"Identifies as women-owned",,,,,,,"os. Jagiellońskie 114/1, 61-222 Poznań, Poland","Accounting firm","Accountant","Bookkeeping service","Income tax help association","Tax preparation","Tax preparation service",,,,"2956923270749594996","Poznań","PL","us","United States","91","0x47045b076cd15c85:0x29091a0c5d1da574","Yes","en","English","52.3904287","","16.952167199999998","AKAMA Dorota Wysocka","Nowe Miasto","90","61 875 05 67","+48 61 875 05 67","https://lh3.googleusercontent.com/gps-cs-s/AHVAweorSfnoaEzq2mOm0LhO4I_H49JnwPZ_P9ldGBptsKfwwJQt8VaTI8Uq-cT0_rAuj60oKyKI6sTSkqAD94KL50N1BzMWoGfV-5QU8Cek-GFSeG7Qj9BnU43NK1mfk-o2pa7YK58=w10000-h5000-k-no-pi-0-ya314.56-ro0-fo100","8","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/1w97t2n0","4.6","9","Poznan, Polska","usługi księgowe","",,,,,,"","Open","os. Jagiellońskie 114/1","2026-03-04 16:02:55.263981","biuro@brdw.pl","sprzedaz.wapro@assecobs.pl","aga.wysocka@poczta.onet.pl","prefrow@preffow.com.pl",,,,"https://google.com/maps?cid=2956923270749594996","https://wysocka-biuro-rachunkowe.pl",,,,,,,,,"61-222"
,,,,,,,,,,,,,,"Osiedle Bolesława Chrobrego 101/15, 60-681 Poznań, Poland","Tax preparation",,,,,,,,,"7893348230527264584","Poznań","PL","us","United States","92","0x4704433e56103bad:0x6d8ace6519092748","Yes","en","English","52.4583928","","16.912014199999998","IN PLUS TAX","Stare Miasto","91","603 491 688","+48 603 491 688","https://lh3.googleusercontent.com/gps-cs-s/AHVAweptqlhLjf1Q9k4naKMtJeApLDV36fzBico1E_sYLtmWC_A3ZmK7n6XAutAwt99eYYCTPBdo0UGxCd0JGCGmjie4vqD3D5qekJG4NJT6LnpjsQrL6wUi0KgIHnVWLyNoPwAaGVjg=w831-h748-k-no","3","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11bx891xg6","4.5","8","Poznan, Polska","usługi księgowe","","https://www.facebook.com/inplustax",,,,,"","Open","Osiedle Bolesława Chrobrego 101/15","2026-03-04 16:02:55.263999","kristy@vanillabean-bakery.com",,,,,,,"https://google.com/maps?cid=7893348230527264584","https://inplustax.pl","mail@mail.pl","biuro@inplustax.pl",,,,,,,"60-681"
,,,,,,,,"Free parking lot",,,,"Onsite services","Online appointments","Feliksa Nowowiejskiego 39, 61-733 Poznań, Poland","Certified public accountant","Accountant","Accounting firm","Tax preparation",,,,,,"1057188283313328110","Poznań","PL","us","United States","93","0x470445735f55435d:0xeabe32477988fee","Yes","en","English","52.412084699999994","","16.9226901","Biuro Rachunkowe LMB Office","Stare Miasto","92","794 415 415","+48 794 415 415","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-h83aykniqecymVIwXSzIOG5XKnPs8TLlfZ7rPx0l2QpQ-KI_HOflq7FYSghWbj4yLyOrFgOOgQ0S-IeqzdB7B41WFajC3sDTi_AkTJNx6jisHbAeLqOoJRk1WtIuWz3Tado=w1080-h720-k-no","53","nkmoaYSBFNz9ptQP3ZjcmQg","","","/g/11h2718pm3","5","2","Poznan, Polska","usługi księgowe","",,,,,,"","Open","Feliksa Nowowiejskiego 39","2026-03-04 16:02:55.264016",,,,,,,,"https://google.com/maps?cid=1057188283313328110","https://lmboffice.pl",,,,,,,,,"61-733"
