"additionalInfo/info/Accessibility/0","additionalInfo/info/Accessibility/1","additionalInfo/info/Accessibility/2","additionalInfo/info/Accessibility/3","additionalInfo/info/Amenities/0","additionalInfo/info/Crowd/0","additionalInfo/info/Crowd/1","additionalInfo/info/From the business/0","additionalInfo/info/Parking/0","additionalInfo/info/Parking/1","additionalInfo/info/Parking/2","additionalInfo/info/Planning/0","additionalInfo/info/Planning/1","additionalInfo/info/Service options/0","additionalInfo/info/Service options/1","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","cid","city","country","country_code","country_name","display_rank","gid","isClaimed","language_code","language_name","latitude","longDescription","longitude","name","neighborhood","original_rank","phone","phoneIsd","photo","photoCount","placeId","priceRange","priceRangeText","providerId","rating","reviewCount","searchLocation","searchTerm","shortDescription","social/facebook/0","social/instagram/0","social/linkedin/0","social/twitter/0","social/youtube/0","state","status","street","timestamp","uncertain_emails/0","uncertain_emails/1","uncertain_emails/2","uncertain_emails/3","uncertain_emails/4","uncertain_emails/5","uncertain_emails/6","uncertain_emails/7","url","website","website_emails/0","website_emails/1","website_emails/2","website_emails/3","website_emails/4","website_emails/5","website_emails/6","website_emails/7","website_emails/8","website_emails/9","website_emails/10","website_emails/11","zip"
,,,,,,,,,,,,,,,"Gen. T. Kutrzeby 16g/133, 61-719 Poznań, Poland","Bookkeeping service",,,,,,,,,"12236893525690458165","Poznań","PL","us","United States","68","0xaa816e3471824d0d:0xa9d22dd3e90ea035","Yes","en","English","52.416903899999994","","16.9303047","Biuro Rachunkowe PITOWNIK Aneta Śniatkowska","Stare Miasto","87","601 452 686","+48 601 452 686","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepLYr40i2L9uLCobc8xYNFmexVv1gSen25vb29u2QhtYaViQNYKCQQ5WmduiSRyjEMHraf2WzQkocCPjJZB6mXJCLP79c00EWO-dUnHnGJXeO5Zx3sqJjQNGdx3Ejl7_wbF6SA=w4244-h6366-k-no","3","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11scl8hccn","4.7","12","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Gen. T. Kutrzeby 16g/133","2026-03-04 15:53:21.136490",,,,,,,,,"https://google.com/maps?cid=12236893525690458165","https://pitownik.pl",,,,,,,,,,,,,"61-719"
"Wheelchair accessible entrance",,,,,,,"Identifies as women-owned","Free street parking",,,"Appointment required",,,,"Oświecenia 31a, 61-211 Poznań, Poland","Accountant",,,,,,,,,"1542590871524137214","Poznań","PL","us","United States","69","0x47045b076cd15b99:0x1568623982f4d8fe","Yes","en","English","52.3912577","","16.957580699999998","AMIDA. Biuro rachunkowe","Nowe Miasto","88","501 975 440","+48 501 975 440","https://lh3.googleusercontent.com/gps-cs-s/AHVAweotvPsxDfQjXvm6MEQhTxiNwLYwiQjAfpuHtdsIHA4yIwYdamiuWs3k_sl6iPR--GfzI-4NO1DrP4B6KmKlOHGJwew7O1_-iD6ZJ4oKUSiocP2nBnheAXcfILnuulmeHXpW7R05=w1920-h1280-k-no","3","YEeoaaLSGLvcptQPrO6x0A4","","","/g/1tvt911z","4.9","9","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Oświecenia 31a","2026-03-04 15:53:21.136506",,,,,,,,,"https://google.com/maps?cid=1542590871524137214","https://biurorachunkowe-amida.pl",,,,,,,,,,,,,"61-211"
"Wheelchair accessible entrance","Wheelchair accessible restroom",,,"Restroom",,,,,,,,,"Onsite services","Online appointments","Szelągowska 25/2-3, 61-626 Poznań, Poland","Tax preparation","Bookkeeping service",,,,,,,,"6727799397650677027","Poznań","PL","us","United States","70","0x470444d3a4711307:0x5d5df1e8210e3d23","Yes","en","English","52.4222713","","16.946744499999998","Biuro rozliczeń zagranicznych - zwrot podatku z zagranicy (Niemcy, Holandia, UK, Austria, Belgia)","Stare Miasto","89","61 828 81 02","+48 61 828 81 02","https://lh3.googleusercontent.com/gps-cs-s/AHVAwercvMp55RYqDHq4SLhwo2xF_xd3Qs4rd7nwLo7GmGYhCfh3qE0Z16lskYm7JhGC1oCl2fRMZbkDP7t19lJ4phO13wgGLhfWmt3-pOCgQmTJ934DuN_MIPqXOfGJ_nPJXSA9zOeq=w2016-h1512-k-no","7","YEeoaaLSGLvcptQPrO6x0A4","","","/g/1tl7mdwq","3.4","516","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Szelągowska 25/2-3","2026-03-04 15:53:21.136521",,,,,,,,,"https://google.com/maps?cid=6727799397650677027","https://cuf-podatki.pl",,,,,,,,,,,,,"61-626"
"Wheelchair accessible entrance",,,,,,,,,,,,,,,"Kutrzeby 16G/133, 61-719 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service",,,,,,,"10589796410946345858","Poznań","PL","us","United States","71","0x47045b4f61792831:0x92f683ba8629db82","Yes","en","English","52.416903899999994","","16.9303047","bras7.pl Biuro Rachunkowe","Stare Miasto","90","61 852 00 77","+48 61 852 00 77","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQuGBPVNpPNo-cqZMnVx_9AwKRdcoKE51S9KSrDvkxF0PngveBDimXOWvKlPA9fvlh44GijPYQjJ2V89IMcN87nUQdFW4JpmPr4sAyS5u4YlT9gCxxb0vWVRfOus7sGiaULmJQ=w5760-h3840-k-no","11","YEeoaaLSGLvcptQPrO6x0A4","","","/g/1hc79c05c","4.1","14","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Kutrzeby 16G/133","2026-03-04 15:53:21.136535","info@marketing-agency.com","help@skims.com",,,,,,,"https://google.com/maps?cid=10589796410946345858","https://bras7.pl","biurobras@wp.pl","biuro.rachunkowe.sniatkowski@bras7.pl",,,,,,,,,,,"61-719"
,,,,,,,,,,,,,,,"Wszystkich Świętych 5/4, 61-843 Poznań, Poland","Accounting firm","Credit counseling service","Attorney","Tax consultant",,,,,,"15712518596389624359","Poznań","PL","us","United States","72","0x47045b3f35922865:0xda0e146a3885da27","Yes","en","English","52.4057533","","16.9380234","Kancelaria Laurus sp. z o.o.","Stare Miasto","91","61 852 36 97","+48 61 852 36 97","https://lh3.googleusercontent.com/gps-cs-s/AHVAwercm9OojcvdaBDw-hCJSS50wr0cstlh0zvX5Ir9kN_wRYsPd34e0QQF5T7e-dyzB9rzt_vaq8bRiBxvnEu9YOxo76-pooLuksJ8d7OrjbrlUWXYssxVCTMalcSqAE5HUcgTwLKQ=w4211-h2788-k-no","2","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11gzt7m94","5","97","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Wszystkich Świętych 5/4","2026-03-04 15:53:21.136547","tversosky@lauruslabs.com",,,,,,,,"https://google.com/maps?cid=15712518596389624359","https://laurus.poznan.pl","biuro@laurus.poznan.pl",,,,,,,,,,,,"61-843"
"Wheelchair accessible entrance",,,,,"Transgender safespace","LGBTQ+ friendly",,"Free parking lot","On-site parking",,"Appointment required","Appointments recommended","Onsite services","Online appointments","Bosa 4/6/lok. 24, 60-125 Poznań, Poland","Chartered accountant","Accountant","Accounting firm","Bookkeeping service","Business development service","Business to business service","Tax consultant",,,"11738962848978879838","Poznań","PL","us","United States","73","0x4704452dc6d56859:0xa2e92c83f4e4c55e","Yes","en","English","52.3839998","","16.8879537","Kancelaria Gospodarcza Szatkowscy i Wspólnicy Sp. z o.o.","Grunwald","92","61 663 32 27","+48 61 663 32 27","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep44aUDk10ot_HaStlA_eiwSzHC8nyoSJMO7UJOpaoruy2OPexDXABKI2u-W1Lx9v2QKrzajwW6qCWK7GfEVBSAMHJXTmCtIfk8isWT00MAchDtNWUFaBOdZQvmvYQvxWIIoedpAg=w8112-h5408-k-no","49","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11bwyll11l","4.9","31","Poznan, Polska","biuro rachunkowe","","https://www.facebook.com/sharer/sharer.php?u=https://kancelariagospodarcza.pl/blog/kiedy-i-jak-mozna-odliczyc-koszty-uzyskania-przychodu-praktyczny-przewodnik-dla-przedsiebiorcow/","https://www.instagram.com/kancelaria_gospodarcza/","https://www.linkedin.com/sharearticle?url=https://kancelariagospodarcza.pl/blog/kiedy-i-jak-mozna-odliczyc-koszty-uzyskania-przychodu-praktyczny-przewodnik-dla-przedsiebiorcow/","https://twitter.com/intent/tweet?text=https://kancelariagospodarcza.pl/blog/kiedy-i-jak-mozna-odliczyc-koszty-uzyskania-przychodu-praktyczny-przewodnik-dla-przedsiebiorcow/","https://www.youtube.com/channel/uckxut-mxa1u6to0d3our-ka","","Open","Bosa 4/6/lok. 24","2026-03-04 15:53:21.136567","kancelaria.adwokacka@prokonto.pl","kancelaria@kancelariafk.pl","kontakt@grupafarkas.pl","biuro@kgfinanse.pl","kancelaria@egida.biz.pl",,,,"https://google.com/maps?cid=11738962848978879838","https://kancelariagospodarcza.pl",,,,,,,,,,,,,"60-125"
,,,,,,,,,,,,,,,"Bożeny 26A, 61-053 Poznań, Poland","Bookkeeping service",,,,,,,,,"5376695761851383354","Poznań","PL","us","United States","74","0x47045b9d31c7b0cb:0x4a9ddc4ef67ffe3a","Yes","en","English","52.4088443","","17.0050749","Libra Biuro Rachunkowe","Nowe Miasto","93","696 111 610","+48 696 111 610","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqpSy4BcW2D64HuVZDgIzPWhvC6Evv3rWXuUQhE5QyAAXmHqGZuHHxHAVZ1q61Zo24QG8lO5QrONrF6sxoHIlVHpJeEOve4VNsso5Ky1Rg5EVRhgVlmA4YtBF0u6OiavO6Q6nr4hfYr-sA=w1080-h406-k-no","2","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11rjz74gn4","5","5","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Bożeny 26A","2026-03-04 15:53:21.136579","kontakt@libra.ibuk.pl","librafilimowicz@wp.pl","info@longint.pl","maralb@interia.pl","iod@epwn.pl",,,,"https://google.com/maps?cid=5376695761851383354","https://librabiuro.pl",,,,,,,,,,,,,"61-053"
,,,,,,,,,,,,,,,"Główna 30A, 61-007 Poznań, Poland","Accountant",,,,,,,,,"5458178420371208050","Poznań","PL","us","United States","75","0x47045bad16d3f745:0x4bbf585acaedb772","Yes","en","English","52.4200351","","16.9695485","Biuro Rachunkowe Income Tax Weronika Gręda","Nowe Miasto","94","574 799 944","+48 574 799 944","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cqrrmvfbODKX6xm36TUGNw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=28.72547&pitch=0&thumbfov=100","1","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11h5nrggqj","5","4","Poznan, Polska","biuro rachunkowe","","https://pl-pl.facebook.com/",,,,,"","Open","Główna 30A","2026-03-04 15:53:21.136590","press@fb.com","records@fb.com","support@fb.com","platformcs@support.facebook.com",,,,,"https://google.com/maps?cid=5458178420371208050","https://pl-pl.facebook.com",,,,,,,,,,,,,"61-007"
,,,,,"Transgender safespace","LGBTQ+ friendly","Identifies as women-owned",,,,,,"Onsite services","Online appointments","Plac Nowy Rynek 3, 62-002 Suchy Las, Poland","Accountant","Bookkeeping service","Tax attorney","Tax preparation",,,,,,"16615689194919598858","Suchy Las","PL","us","United States","76","0x470443a914a13b7f:0xe696c94a017a9b0a","Yes","en","English","52.474997599999995","","16.8800041","Biuro Rachunkowe Aneta Milewska- Kozłowska Księgowość Usługi Księgowe","","95","500 182 379","+48 500 182 379","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOMji5mgjhn1Gn99CTCl5buTu5rIAgBj3mQrKuF5BO5hZql0AIPQwpZfaUh8KheESdKVFLoJZ1kP-9u677sCbx2FE0T5DSYUb87xVlsQBisIsA_SFOa2WJ9KuOHrDOcJG2bLZ8WmoPaeWL=w1000-h668-k-no","8","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11c5_75ss5","4.7","60","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Plac Nowy Rynek 3","2026-03-04 15:53:21.136610","biuro@biuro-account.pl","biuro@mwbiuro.pl","biuro@kancelaria-adwokacka-warszawa.pl","biuro@codex24.pl","agnieszka.milewska@codex24.pl","kontakt@biurorada.pl",,,"https://google.com/maps?cid=16615689194919598858","https://biurorachunkowemilewska.pl","info@biurorachunkowemilewska.pl",,,,,,,,,,,,"62-002"
"Wheelchair accessible entrance","Wheelchair accessible parking lot",,,,,,,,,,,,,,"Marcelińska 90, 60-324 Poznań, Poland","Accounting firm","Business development service","Business management consultant","Business to business service","Payroll service","Tax consultant","Tax preparation",,,"12310467758840988118","Poznań","PL","us","United States","77","0x470444e686cd4dcf:0xaad79133f89dc1d6","Yes","en","English","52.4042032","","16.865797699999998","Biuro Prawno-Rachunkowe Maciej Skorupiński","Grunwald","96","61 865 70 54","+48 61 865 70 54","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoSxo3peueYaAILnEozCd2-lV22ULp2JgwssKUWlcgLhTz_Zy0osS9K693DuNh7DeLZ4Fpftbo-RYWMRXRpJBzGfMRqASOs6zr3qKaJP1tYu2ABk-5__mkAPSXboSd0fgn5A7Wb=w2000-h1333-k-no","14","YEeoaaLSGLvcptQPrO6x0A4","","","/g/1tph0fj8","4.1","17","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Marcelińska 90","2026-03-04 15:53:21.136627",,,,,,,,,"https://google.com/maps?cid=12310467758840988118","https://skorupinski.pl",,,,,,,,,,,,,"60-324"
,,,,,,,,,,,,,,,"28 Czerwca 1956 r. 231/239, 61-485 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Business management consultant","Financial planner",,,,,"12310662368223263695","Poznań","PL","us","United States","78","0x47045adac71f3d2b:0xaad84232ffb77bcf","Yes","en","English","52.3798313","","16.9097248","Biuro rachunkowe Pro Progress","Wilda, Poznań","97","61 833 33 92","+48 61 833 33 92","https://lh3.googleusercontent.com/gps-cs-s/AHVAweofZpUB3ns7-5vBZk0TSIXkxJv2nnTLYfAje7Lg1cO1LDWbIb31kZ5VA6Ew9mBkpug8xxJsiz8zqZwmahDS6-pPKur-KoydPON7hdfAXB-pIFbKbs2Z0b8fBtzordZzKsSduZg=w2121-h1414-k-no","27","YEeoaaLSGLvcptQPrO6x0A4","","","/g/1ptxkrsq8","5","3","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","28 Czerwca 1956 r. 231/239","2026-03-04 15:53:21.136642",,,,,,,,,"https://google.com/maps?cid=12310662368223263695","https://proprogress.pl",,,,,,,,,,,,,"61-485"
,,,,,,,,,,,,,,,"Ściegiennego 137, 60-304 Poznań, Poland","Accountant","Accounting firm","Attorney","Tax consultant","Tax preparation",,,,,"15918224127740927815","Poznań","PL","us","United States","79","0x4704452e8b96a2d3:0xdce8e4817d0cdf47","Yes","en","English","52.395687699999996","","16.8654937","Nowypit.pl Biuro Prawno Rachunkowe","Grunwald","98","690 299 277","+48 690 299 277","https://lh3.googleusercontent.com/gps-cs-s/AHVAwequnhNRuru5RI3JUXTwahceFhoZaeWOtVywfoUq8-Yfo8XRhfRMTWoB6-NZmv22MRJAY_sKin0v6qiiRoSo49wKzjGWa-KS_EARI2evTt-yK2lbKOEdU3x4uCq_fiQEPF7j_GAEDw=w1920-h960-k-no","9","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11sqchz6v_","4.7","13","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Ściegiennego 137","2026-03-04 15:53:21.136672",,,,,,,,,"https://google.com/maps?cid=15918224127740927815","https://nowypit.pl",,,,,,,,,,,,,"60-304"
,,,,,,,,,,,"Appointment required",,"Onsite services","Online appointments","Engeströma 4/3, 60-571 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation",,,,,,"8955969307115227465","Poznań","PL","us","United States","80","0x4704451fe7f8d36f:0x7c49fea251e78949","Yes","en","English","52.415338399999996","","16.8882414","Jan Pietrzak - Księgowy na 6","Jeżyce, Poznań","99","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0UDnqUjVFzfeVK3MQQCegg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=18.323622&pitch=0&thumbfov=100","1","YEeoaaLSGLvcptQPrO6x0A4","","","/g/11k9drgp9m","5","6","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Engeströma 4/3","2026-03-04 15:53:21.136687",,,,,,,,,"https://google.com/maps?cid=8955969307115227465","https://ksiegowyna6.pl",,,,,,,,,,,,,"60-571"
,,,,,,,"Identifies as women-owned",,,,,,,,"Malwowa 12, 60-175 Poznań, Poland","Accounting firm",,,,,,,,,"11397019591600008320","Poznań","PL","us","United States","81","0x470445d1af8c1099:0x9e2a58ef3f7c6c80","Yes","en","English","52.3837519","","16.8298642","Biuro Rachunkowe MK-BILANS","Grunwald","60","723 263 000","+48 723 263 000","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepxxolCciiFyg6Ni3wh2hKWgDNQtHHuTSgDApvR8OoHZTfzrJw3mge7l_pah7dt7UGhGM45a49LFvpU3P1sySlqZQ_A1V7BzyK5McDZ8DkvmIQdQIF4oZkXnOlfCAcjbGqFuyCn003gzUjB=w4030-h3022-k-no","11","YEeoaYLjGJndptQPnKvAoAM","","","/g/11sszby2__","5","8","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Malwowa 12","2026-03-04 15:53:21.139990",,,,,,,,,"https://google.com/maps?cid=11397019591600008320","",,,,,,,,,,,,,"60-175"
"Wheelchair accessible entrance",,,,,,,,,,,"Appointment required",,"Onsite services","Online appointments","Jaworowa 47/3, 61-453 Poznań, Poland","Bookkeeping service",,,,,,,,,"8855418582831201794","Poznań","PL","us","United States","82","0x470445361c2b7e5b:0x7ae4c448770bfe02","Yes","en","English","52.368575899999996","","16.905257499999998","Biuro Rachunkowe Atoran","Wilda, Poznań","61","502 546 806","+48 502 546 806","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerANDAIzr37wmdKlB8UnsqK6CrPEaxKAC5yGVD5f9LhbCyat3jbnZQgWPMFusuqKIYH5PM_trCahrz_qZXkD8spFeSaeRdEskD2IyQO095soTR7uByGqCbxCmHw0uoUkED7Y_jKkaEOm-GA=w1200-h800-k-no","19","YEeoaYLjGJndptQPnKvAoAM","","","/g/1pty7l0j1","4.7","12","Poznan, Polska","biuro rachunkowe","","https://www.facebook.com/profile.php?id=61576894697334",,,,"https://www.youtube.com/embed/geivl0_hb_a","","Open","Jaworowa 47/3","2026-03-04 15:53:21.140046","info@accelercomm.com","liberkowska@atoran.pl","care@1mg.com",,,,,,"https://google.com/maps?cid=8855418582831201794","https://atoran.pl",,,,,,,,,,,,,"61-453"
,,,,,,,,,,,,,,,"Pamiątkowa 2, 61-512 Poznań, Poland","Accountant",,,,,,,,,"14027134451144605524","Poznań","PL","us","United States","83","0x47045bb9e2fe8371:0xc2aa6476e11e3f54","Yes","en","English","52.386457799999995","","16.9128141","TaxShield Biuro Rachunkowe Online","Wilda, Poznań","62","531 331 479","+48 531 331 479","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo2MskIfRjN0lyagFm6INSjyplCv1I6yDmzVTKpoOBXmlhGBlTQi6HCXRTShI3GsuVq2AV-8rdGNWtTXPQzIhDswD9CdGXczpho029LzRY0RrYjLfRDNhHlU6N21nhxznwWuhw5fg=w4624-h3472-k-no","8","YEeoaYLjGJndptQPnKvAoAM","","","/g/11h1lh_w66","4.8","152","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Pamiątkowa 2","2026-03-04 15:53:21.140064","biuro@taxshield.pl","dev.taxshield@gmail.com",,,,,,,"https://google.com/maps?cid=14027134451144605524","https://taxshield.pl",,,,,,,,,,,,,"61-512"
,,,,,,,,,,,,,"Onsite services",,"Droga Dębińska 13/9, 61-555 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation","Tax preparation service",,,,,"7022313609937198748","Poznań","PL","us","United States","84","0x47045b8e96cb5f55:0x61744505bdb29e9c","Yes","en","English","52.396679","","16.9345499","Biuro Rachunkowe Clear Finance Sp. z o.o.","Wilda, Poznań","63","533 854 335","+48 533 854 335","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMeSOlqvvXn6gp7_q2eCWKMOpaqinSK-oQ8ElTPiNT9oqEKsCnZGioKbJLQ56TrVxzHkRssndZck2nTW7SAk2p3T_d2eh8wAN0-YK_30iVBuiG8jrfCQV5BLds7EXaia8bSBHw=w824-h550-k-no","6","YEeoaYLjGJndptQPnKvAoAM","","","/g/11jr9jpl76","5","7","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Droga Dębińska 13/9","2026-03-04 15:53:21.140081",,,,,,,,,"https://google.com/maps?cid=7022313609937198748","https://clearfinance.com.pl",,,,,,,,,,,,,"61-555"
,,,,,,,,,,,,,,,"Święty Marcin 80/82/355, 61-809 Poznań, Poland","Bookkeeping service",,,,,,,,,"2489099504004134980","Poznań","PL","us","United States","85","0x47045bec0d6fa529:0x228b0ecfa2c47844","Yes","en","English","52.407941099999995","","16.9185578","Biuro Rachunkowe Capital Sp. z o. o.","Stare Miasto","64","61 865 35 20","+48 61 865 35 20","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepTBQOf0-phmrfvC9O0clt-IXIk0f6Y27acbX6oSbA3aJUAvETmm3xU1lCbUfyf15ouDAwK3C9NHPqiPLeQ_fY_0L4AwCjTHgTVTF8CU66kIaiGpQt3bzYuJvmb8F0WhPJN2mOm=w4032-h3024-k-no","4","YEeoaYLjGJndptQPnKvAoAM","","","/g/11v9y06lhg","5","4","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Święty Marcin 80/82/355","2026-03-04 15:53:21.140095",,,,,,,,,"https://google.com/maps?cid=2489099504004134980","https://br-capital.pl",,,,,,,,,,,,,"61-809"
,,,,,,,,,,,,,,,"Emilii Sczanieckiej 2/6, 60-216 Poznań, Poland","Bookkeeping service","Accounting firm","Chartered accountant",,,,,,,"14531077399950839859","Poznań","PL","us","United States","86","0x470444d51c4482d1:0xc9a8c1e803c6d033","Yes","en","English","52.394101","","16.897585499999998","Biuro Rachunkowe Elżbieta Wawrzyniak","Grunwald","65","61 222 59 82","+48 61 222 59 82","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQdzEbbQEACLsXdFtJ9CUtgT1r11yUAtv2QM5JNI_IHek1IHU6oASOCZGMj0pAFFDdOAYJQ7d2MFBCGpcA5YmAjF0k_6tm-QlNqwNCzdM79Xkn-Agc2NdMYugSLAaEht0qAGpVDw=w956-h1024-k-no","8","YEeoaYLjGJndptQPnKvAoAM","","","/g/11c5sv643y","5","2","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Emilii Sczanieckiej 2/6","2026-03-04 15:53:21.140109","office@wawrzyniakbiuro.pl","wawrzynr@wp.pl","biuro11@onet.pl","bozenawawrzyniak360@wp.pl",,,,,"https://google.com/maps?cid=14531077399950839859","https://wawrzyniakbiuro.pl",,,,,,,,,,,,,"60-216"
,,,,,,,,,,,,,,,"Osiedle Orła Białego 100, 61-251 Poznań, Poland","Accounting firm",,,,,,,,,"4465578335592989817","Poznań","PL","us","United States","87","0x47045be2fcbc0265:0x3df8ebd629b34479","Yes","en","English","52.3828606","","16.9701314","Md Biuro Rachunkowe Małgorzata Dudziak","Nowe Miasto","66","666 166 136","+48 666 166 136","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqMcPl9v6dxhR3y9P2YMj_yYyrcKG4BhQliSD92KM2mPlWOgRFk0KbXKuAtlCOOROPSc2MBvUVzXbQi_1CzcwG566IRyjfqHteXRJP0MknRVIU2we1NG_1rFI4S_sPSHrtfJXex=w4000-h2250-k-no","3","YEeoaYLjGJndptQPnKvAoAM","","","/g/11t87k2138","5","8","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Osiedle Orła Białego 100","2026-03-04 15:53:21.140122","office@dxn2u.com",,,,,,,,"https://google.com/maps?cid=4465578335592989817","https://md-biurorachunkowe.com","items.malgorzata@md-biurorachunkowe.com","malgorzata@md-biurorachunkowe.com",,,,,,,,,,,"61-251"
,,,,,,,,,,,,,,,"Jana Kochanowskiego 24/lok. 1, 60-846 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service",,,,,,,"7706010058801513379","Poznań","PL","us","United States","88","0x4704455b895b10e3:0x6af13f51fe7383a3","Yes","en","English","52.4143154","","16.9112439","Biuro Rachunkowe CONSULTING-TAX sp. z o.o.","Jeżyce, Poznań","67","502 410 831","+48 502 410 831","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepYO7mc8LIuPdfyX7IWt81NQdWi7isDPtEVSh7raVvJjSzHOrNf2FM4leI9q8onqxScA4PHw3cwuxVEP3ntWku0JiKtVFMBxD2zLdjQNpeRsC_PQFk6CJroC39JmOt5JNQgws5cmddMkE4=w1000-h1000-k-no","5","YEeoaYLjGJndptQPnKvAoAM","","","/g/11glwvmxxl","5","10","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Jana Kochanowskiego 24/lok. 1","2026-03-04 15:53:21.140134",,,,,,,,,"https://google.com/maps?cid=7706010058801513379","https://consulting-tax.com",,,,,,,,,,,,,"60-846"
,,,,,,,,,,,,,,,"Tadeusza Kościuszki 101a/1, 61-717 Poznań, Poland","Accountant","Accounting firm","Bookkeeping service","Tax preparation",,,,,,"102317884719681418","Poznań","PL","us","United States","89","0x47045b4b47dc3e9d:0x16b8192f4e2cf8a","Yes","en","English","52.411771099999996","","16.921104","Ankrys Usługi Księgowo-Podatkowe Katarzyna Farbisz Małgorzata Kozłowska","Stare Miasto","68","607 407 106","+48 607 407 106","https://lh3.googleusercontent.com/gps-cs-s/AHVAwermOLt9MBzA9jDmUADvqS2qROnY9l5caczS1DUHFl0rN4VET7mKAx-aSnAMJC-VIE64kQlyEns0RfnzlCTU10duv0jZf-MidV5bP7Cct-GDko-zboeDkU79Khk78UM5kdCpdaNgDw=w509-h339-k-no","10","YEeoaYLjGJndptQPnKvAoAM","","","/g/11txy3_t61","5","8","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Tadeusza Kościuszki 101a/1","2026-03-04 15:53:21.140146",,,,,,,,,"https://google.com/maps?cid=102317884719681418","https://ankrysbiuro.pl",,,,,,,,,,,,,"61-717"
,,,,,,,,,,,,,,,"Wilanowska 70, 60-688 Poznań, Poland","Bookkeeping service","Accountant","Accounting firm","Financial consultant","Financial planner","Tax preparation","Tax preparation service",,,"13257233173214351380","Poznań","PL","us","United States","90","0x47044316c32e20c1:0xb7fb2754c9f75014","Yes","en","English","52.461050799999995","","16.9032575","Biuro Rachunkowe GAMA Izabela Mitkowska","Stare Miasto","69","61 828 19 22","+48 61 828 19 22","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrpXXxen2T0B0GmvS9PQ7Xo7FmPzSOvg7AoVg5ZWDIim5w95my51yRH5zNEzNec_XS_0hSKWsTBz10zlFeSXId9PyWEtXxBp1FOk5NaXtRUCzR1oqFO6RmEFXrfseJiqpwYIFw=w2119-h1415-k-no","7","YEeoaYLjGJndptQPnKvAoAM","","","/g/1vr3bwhv","4.3","11","Poznan, Polska","biuro rachunkowe","",,,,,,"","Open","Wilanowska 70","2026-03-04 15:53:21.140159","khandzlik@wp.pl","biurorachunkowe.gamasc@gmail.com","info@okredo.ltpaslaugos","biurogama@tlen.pl",,,,,"https://google.com/maps?cid=13257233173214351380","https://gama-rachunkowosc.pl","biuro@gama-rachunkowosc.pl",,,,,,,,,,,,"60-688"
